disruption_id,segment_id,cause,rainfall_72h_mm,avg_slope_deg,elevation_m,terrain,soil_type,surface_quality,lanes,importance,bridge_count,length_km,susceptibility_class,lsi_score,historic_density_per_km,landslide_volume_m3,runout_distance_m,material,alternate_route_available,month,duration_hours,duration_bucket
DSR-00958,SEG-0064,landslide,537.2,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,9446,49,debris,True,7,22.4,6_24h
DSR-00804,SEG-0049,landslide,271.1,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,962,32,rock,True,7,9.0,6_24h
DSR-00740,SEG-0013,landslide,41.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,9998,66,debris,True,7,26.9,1_3days
DSR-02098,SEG-0058,road_subsidence,90.5,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,0,0,none,True,7,175.5,over_3days
DSR-01700,SEG-0020,flood,258.3,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,0,0,none,True,7,16.7,6_24h
DSR-01102,SEG-0028,landslide,400.5,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,7095,73,rock,True,7,39.3,1_3days
DSR-01062,SEG-0039,landslide,327.1,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,1375,52,debris,True,7,1.0,under_6h
DSR-00825,SEG-0046,landslide,323.3,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,3081,71,debris,True,7,2.8,under_6h
DSR-02253,SEG-0013,fallen_tree,55.4,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,0,0,none,True,7,14.6,6_24h
DSR-01088,SEG-0030,landslide,395.9,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,1626,36,earth,True,7,3.3,under_6h
DSR-00807,SEG-0013,landslide,215.6,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1027,24,debris,True,7,2.5,under_6h
DSR-01063,SEG-0015,landslide,363.1,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,37214,95,rock,True,7,121.2,over_3days
DSR-02209,SEG-0048,protest_blockade,111.6,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,0,0,none,True,7,15.5,6_24h
DSR-00964,SEG-0054,landslide,311.4,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,1026,47,earth,True,7,2.3,under_6h
DSR-00989,SEG-0054,landslide,271.9,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,921,33,rock,True,7,6.0,6_24h
DSR-00971,SEG-0026,landslide,138.8,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,17623,148,rock,True,7,232.4,over_3days
DSR-01905,SEG-0002,accident_blockage,72.9,4.4,53,plain,alluvial,good,4,national,3,47.71,low,0.2701,0.021,0,0,none,True,7,9.4,6_24h
DSR-02014,SEG-0040,fallen_tree,144.2,11.0,60,hilly,lateritic,fair,2,national,0,29.41,moderate,0.3802,0.204,0,0,none,True,7,11.9,6_24h
DSR-01076,SEG-0060,landslide,43.9,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,1531,18,debris,True,7,3.6,under_6h
DSR-00996,SEG-0068,landslide,191.5,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,333,13,debris,True,7,2.7,under_6h
DSR-01028,SEG-0059,landslide,498.4,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,984,19,rock,True,7,3.2,under_6h
DSR-01095,SEG-0043,landslide,578.3,20.5,34,hilly,lateritic,poor,2,national,1,17.57,moderate,0.4617,0.9676,814,13,rock,True,7,2.4,under_6h
DSR-02201,SEG-0013,protest_blockade,190.3,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,0,0,none,True,7,11.6,6_24h
DSR-02118,SEG-0045,accident_blockage,73.2,1.7,23,plain,alluvial,good,2,national,0,23.28,low,0.2326,0.043,0,0,none,True,7,5.8,under_6h
DSR-00860,SEG-0013,landslide,268.2,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,803,36,rock,True,7,2.9,under_6h
DSR-00775,SEG-0047,landslide,440.6,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,432,32,debris,True,7,2.1,under_6h
DSR-00911,SEG-0064,landslide,609.6,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,647,26,debris,True,7,2.1,under_6h
DSR-02082,SEG-0033,flood,437.3,14.5,337,hilly,lateritic,good,2,national,1,68.93,low,0.3399,0.1596,0,0,none,True,7,64.8,1_3days
DSR-00703,SEG-0065,landslide,7.4,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,142,15,rock,True,7,2.1,under_6h
DSR-01055,SEG-0037,landslide,315.7,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,259,11,debris,True,7,4.3,under_6h
DSR-00882,SEG-0046,landslide,572.2,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,4537,58,debris,True,7,8.9,6_24h
DSR-02284,SEG-0015,protest_blockade,138.9,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,0,0,none,True,7,1.0,under_6h
DSR-00778,SEG-0065,landslide,447.3,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,480,14,rock,True,7,2.5,under_6h
DSR-01003,SEG-0066,landslide,223.2,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,6859,91,earth,True,7,64.0,1_3days
DSR-02015,SEG-0022,protest_blockade,177.4,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,0,0,none,True,7,8.6,6_24h
DSR-01081,SEG-0014,landslide,258.7,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,36072,118,rock,True,7,190.8,over_3days
DSR-00753,SEG-0037,landslide,171.3,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,2762,52,debris,True,7,10.0,6_24h
DSR-00932,SEG-0068,landslide,59.8,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,2303,39,debris,True,7,9.7,6_24h
DSR-00931,SEG-0048,landslide,72.6,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,1703,47,rock,True,7,7.8,6_24h
DSR-01029,SEG-0032,landslide,392.4,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,1463,39,rock,True,7,10.0,6_24h
DSR-00708,SEG-0028,landslide,285.9,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,7187,63,rock,True,7,23.3,6_24h
DSR-01040,SEG-0021,landslide,375.2,30.0,794,mountain,weathered_rock,fair,2,national,4,46.0,high,0.5592,0.7826,453,27,debris,True,7,1.0,under_6h
DSR-01767,SEG-0001,flood,442.6,4.2,87,plain,alluvial,good,4,national,1,216.84,low,0.2231,0.0,0,0,none,True,7,112.5,over_3days
DSR-01045,SEG-0027,landslide,245.0,33.3,1348,mountain,weathered_rock,fair,2,national,3,31.75,high,0.6513,1.5118,465,18,earth,True,7,1.0,under_6h
DSR-01091,SEG-0062,landslide,546.3,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,1988,24,earth,True,7,13.4,6_24h
DSR-00846,SEG-0046,landslide,558.0,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,30547,93,debris,True,7,96.7,over_3days
DSR-01074,SEG-0028,landslide,294.6,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,38187,96,debris,True,7,105.5,over_3days
DSR-00889,SEG-0064,landslide,214.9,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,470,17,debris,True,8,1.5,under_6h
DSR-00739,SEG-0039,landslide,120.5,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,152,16,earth,True,8,1.0,under_6h
DSR-00772,SEG-0050,landslide,142.8,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,132,15,rock,True,8,1.0,under_6h
DSR-01025,SEG-0020,landslide,626.7,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,10704,118,earth,True,8,15.1,6_24h
DSR-01648,SEG-0044,flood,624.3,3.8,23,plain,alluvial,good,2,national,2,50.09,low,0.2667,0.0399,0,0,none,True,8,177.5,over_3days
DSR-01656,SEG-0050,flood,283.4,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,0,0,none,True,8,190.6,over_3days
DSR-00746,SEG-0059,landslide,520.8,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,1131,25,debris,True,8,4.2,under_6h
DSR-00736,SEG-0014,landslide,93.1,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,1522,26,debris,True,8,6.9,6_24h
DSR-01970,SEG-0064,protest_blockade,179.2,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,0,0,none,True,8,11.9,6_24h
DSR-01630,SEG-0053,road_subsidence,129.9,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,0,0,none,True,8,91.9,over_3days
DSR-01053,SEG-0015,landslide,273.9,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,100,17,debris,True,8,1.0,under_6h
DSR-00757,SEG-0047,landslide,258.5,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,215,8,earth,True,8,1.0,under_6h
DSR-00698,SEG-0050,landslide,147.5,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,4358,37,rock,True,8,18.5,6_24h
DSR-01839,SEG-0066,flood,356.0,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,0,0,none,True,8,486.0,over_3days
DSR-00845,SEG-0061,landslide,390.9,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,878,14,debris,True,8,2.6,under_6h
DSR-00731,SEG-0023,landslide,78.7,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,2475,35,debris,True,8,10.9,6_24h
DSR-02212,SEG-0002,protest_blockade,175.9,4.4,53,plain,alluvial,good,4,national,3,47.71,low,0.2701,0.021,0,0,none,True,8,12.1,6_24h
DSR-00843,SEG-0026,landslide,136.0,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,2712,52,rock,True,8,13.3,6_24h
DSR-00872,SEG-0041,landslide,45.6,16.2,52,hilly,lateritic,good,2,national,2,45.87,low,0.3125,0.3052,809,21,earth,True,8,1.0,under_6h
DSR-01071,SEG-0015,landslide,372.3,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,41,6,rock,True,8,1.0,under_6h
DSR-01996,SEG-0062,road_subsidence,336.4,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,0,0,none,True,8,12.6,6_24h
DSR-00916,SEG-0021,landslide,153.2,30.0,794,mountain,weathered_rock,fair,2,national,4,46.0,high,0.5592,0.7826,2545,47,earth,True,8,4.2,under_6h
DSR-00758,SEG-0055,landslide,611.0,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,1847,23,debris,True,8,27.9,1_3days
DSR-00705,SEG-0027,landslide,77.1,33.3,1348,mountain,weathered_rock,fair,2,national,3,31.75,high,0.6513,1.5118,3075,65,debris,True,8,10.1,6_24h
DSR-00823,SEG-0030,landslide,88.9,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,684,33,rock,True,8,1.8,under_6h
DSR-00966,SEG-0031,landslide,566.4,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,622,21,earth,True,8,2.0,under_6h
DSR-01662,SEG-0040,protest_blockade,58.9,11.0,60,hilly,lateritic,fair,2,national,0,29.41,moderate,0.3802,0.204,0,0,none,True,8,14.7,6_24h
DSR-00880,SEG-0052,landslide,102.5,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,18825,150,debris,True,8,87.6,over_3days
DSR-02044,SEG-0053,protest_blockade,55.4,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,0,0,none,True,8,38.4,1_3days
DSR-00704,SEG-0065,landslide,416.8,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,8987,113,rock,True,8,226.6,over_3days
DSR-00974,SEG-0036,landslide,264.7,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,44801,185,earth,True,8,132.3,over_3days
DSR-00909,SEG-0046,landslide,449.9,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,1712,26,rock,True,8,3.7,under_6h
DSR-01683,SEG-0041,flood,264.1,16.2,52,hilly,lateritic,good,2,national,2,45.87,low,0.3125,0.3052,0,0,none,True,8,172.8,over_3days
DSR-00840,SEG-0030,landslide,327.6,33.9,642,mountain,weathered_rock,good,2,national,5,34.62,moderate,0.5294,0.751,62,13,earth,True,8,1.0,under_6h
DSR-02089,SEG-0036,flood,492.6,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,0,0,none,True,8,153.8,over_3days
DSR-00912,SEG-0060,landslide,414.7,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,1172,45,rock,True,8,4.0,under_6h
DSR-00829,SEG-0043,landslide,564.9,20.5,34,hilly,lateritic,poor,2,national,1,17.57,moderate,0.4617,0.9676,3552,41,earth,True,8,3.9,under_6h
DSR-01046,SEG-0062,landslide,151.7,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,1813,52,debris,True,8,4.0,under_6h
DSR-00724,SEG-0066,landslide,115.7,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,303,24,rock,True,8,2.2,under_6h
DSR-01024,SEG-0014,landslide,358.3,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,120,10,rock,True,8,1.0,under_6h
DSR-00787,SEG-0052,landslide,602.2,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,138,19,debris,True,8,1.0,under_6h
DSR-02117,SEG-0048,road_subsidence,280.9,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,0,0,none,True,8,156.6,over_3days
DSR-01876,SEG-0026,protest_blockade,92.1,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,0,0,none,True,8,16.6,6_24h
DSR-01728,SEG-0007,protest_blockade,190.1,1.6,84,plain,alluvial,fair,4,national,2,116.18,low,0.2537,0.0,0,0,none,True,8,12.3,6_24h
DSR-00779,SEG-0050,landslide,134.7,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,4411,32,rock,True,8,15.0,6_24h
DSR-01099,SEG-0035,landslide,24.0,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,1002,38,debris,True,8,1.0,under_6h
DSR-00968,SEG-0062,landslide,337.6,28.8,1247,mountain,weathered_rock,good,1,national,0,44.74,high,0.56,1.0729,5443,79,debris,True,8,7.7,6_24h
DSR-02276,SEG-0059,road_subsidence,191.2,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,0,0,none,True,8,176.3,over_3days
DSR-00788,SEG-0055,landslide,527.3,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,419,28,debris,True,8,1.0,under_6h
DSR-00712,SEG-0026,landslide,392.0,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,6369,68,debris,True,9,7.4,6_24h
DSR-01633,SEG-0061,road_subsidence,193.0,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,0,0,none,True,9,196.8,over_3days
DSR-00980,SEG-0013,landslide,284.9,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,326,26,rock,True,9,1.0,under_6h
DSR-00755,SEG-0047,landslide,126.1,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,31268,155,debris,True,9,147.6,over_3days
DSR-01945,SEG-0017,bridge_damage,121.7,6.0,54,plain,alluvial,good,2,national,0,111.76,low,0.2804,0.0358,0,0,none,True,9,292.1,over_3days
DSR-01097,SEG-0026,landslide,417.1,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,205,15,rock,True,9,1.0,under_6h
DSR-00729,SEG-0064,landslide,330.9,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,1572,30,debris,True,9,1.8,under_6h
DSR-02222,SEG-0020,protest_blockade,44.7,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,0,0,none,True,9,11.3,6_24h
DSR-02196,SEG-0023,flood,402.1,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,0,0,none,True,9,23.0,6_24h
DSR-00774,SEG-0013,landslide,29.9,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,109,11,debris,True,9,1.0,under_6h
DSR-01104,SEG-0066,landslide,227.9,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,1039,16,debris,True,9,3.9,under_6h
DSR-01056,SEG-0052,landslide,607.1,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,1002,21,debris,True,9,2.7,under_6h
DSR-00722,SEG-0042,landslide,478.0,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,316,22,earth,True,9,1.0,under_6h
DSR-00986,SEG-0013,landslide,928.9,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,4305,77,earth,True,9,5.8,under_6h
DSR-00721,SEG-0015,landslide,25.4,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,133,16,rock,True,9,1.0,under_6h
DSR-01042,SEG-0055,landslide,512.5,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,11894,120,debris,True,9,45.6,1_3days
DSR-00987,SEG-0018,landslide,440.1,10.2,139,hilly,lateritic,poor,2,national,6,83.56,moderate,0.3867,0.2513,378,21,debris,True,9,1.0,under_6h
DSR-00886,SEG-0012,landslide,572.1,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,521,14,debris,True,9,1.0,under_6h
DSR-02050,SEG-0069,flood,486.5,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,0,0,none,True,9,283.2,over_3days
DSR-00937,SEG-0068,landslide,212.2,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,131,9,rock,True,9,2.6,under_6h
DSR-01977,SEG-0056,bridge_damage,77.6,13.0,259,hilly,lateritic,fair,2,national,2,94.3,low,0.3544,0.1273,0,0,none,True,9,157.0,over_3days
DSR-00978,SEG-0032,landslide,230.0,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,999,21,earth,True,9,1.9,under_6h
DSR-01036,SEG-0036,landslide,148.3,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,1059,30,rock,True,9,3.3,under_6h
DSR-00897,SEG-0012,landslide,173.3,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,1234,32,debris,True,9,1.0,under_6h
DSR-02293,SEG-0068,protest_blockade,33.7,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,0,0,none,True,10,23.7,6_24h
DSR-00711,SEG-0025,landslide,237.9,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,7583,42,debris,True,10,11.1,6_24h
DSR-00725,SEG-0068,landslide,160.9,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,34326,201,rock,True,10,345.7,over_3days
DSR-00962,SEG-0015,landslide,21.6,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,3617,71,debris,True,10,3.6,under_6h
DSR-00976,SEG-0063,landslide,15.0,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,645,23,rock,True,10,2.2,under_6h
DSR-02132,SEG-0071,protest_blockade,160.4,17.3,165,hilly,lateritic,fair,2,state,3,30.67,moderate,0.4198,0.5217,0,0,none,True,11,38.7,1_3days
DSR-02097,SEG-0060,maintenance,21.0,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,0,0,none,True,11,61.4,1_3days
DSR-00785,SEG-0015,landslide,55.6,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,183,11,earth,True,11,1.0,under_6h
DSR-00951,SEG-0047,landslide,110.7,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,1526,47,debris,True,11,1.5,under_6h
DSR-02280,SEG-0024,flood,201.9,22.5,923,mountain,weathered_rock,fair,2,national,4,51.06,high,0.5596,0.5484,0,0,none,True,11,12.8,6_24h
DSR-00913,SEG-0020,landslide,194.8,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,326,19,debris,True,11,1.0,under_6h
DSR-01665,SEG-0071,flood,592.0,17.3,165,hilly,lateritic,fair,2,state,3,30.67,moderate,0.4198,0.5217,0,0,none,True,11,201.8,over_3days
DSR-01623,SEG-0026,maintenance,28.1,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,0,0,none,True,12,27.5,1_3days
DSR-01089,SEG-0047,landslide,81.1,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,2592,34,earth,True,12,1.0,under_6h
DSR-00790,SEG-0066,landslide,189.2,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,8410,44,debris,True,12,34.5,1_3days
DSR-01936,SEG-0054,maintenance,10.5,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,0,0,none,True,12,86.5,over_3days
DSR-01957,SEG-0032,maintenance,39.8,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,0,0,none,True,12,26.0,1_3days
DSR-00810,SEG-0053,landslide,32.0,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,32610,193,rock,True,1,173.6,over_3days
DSR-01084,SEG-0032,landslide,129.8,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,7815,99,rock,True,2,37.6,1_3days
DSR-02191,SEG-0037,maintenance,52.6,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,0,0,none,True,2,125.6,over_3days
DSR-02046,SEG-0007,maintenance,14.3,1.6,84,plain,alluvial,fair,4,national,2,116.18,low,0.2537,0.0,0,0,none,True,2,27.1,1_3days
DSR-00796,SEG-0035,landslide,61.4,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,288,17,rock,True,2,1.0,under_6h
DSR-01852,SEG-0006,maintenance,1.7,1.5,69,plain,alluvial,fair,4,national,0,33.98,low,0.268,0.0294,0,0,none,True,3,4.3,under_6h
DSR-01942,SEG-0028,maintenance,16.7,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,0,0,none,True,3,11.7,6_24h
DSR-00899,SEG-0059,landslide,28.1,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,773,38,rock,True,3,1.5,under_6h
DSR-00768,SEG-0065,landslide,439.4,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,1472,53,earth,True,3,7.8,6_24h
DSR-02244,SEG-0050,fallen_tree,114.3,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,0,0,none,True,3,7.3,6_24h
DSR-00765,SEG-0026,landslide,155.7,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,1667,24,rock,True,3,3.2,under_6h
DSR-02146,SEG-0027,maintenance,30.0,33.3,1348,mountain,weathered_rock,fair,2,national,3,31.75,high,0.6513,1.5118,0,0,none,True,3,54.5,1_3days
DSR-01070,SEG-0036,landslide,476.1,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,1303,19,rock,True,3,3.6,under_6h
DSR-01934,SEG-0056,accident_blockage,33.3,13.0,259,hilly,lateritic,fair,2,national,2,94.3,low,0.3544,0.1273,0,0,none,True,3,27.3,1_3days
DSR-00824,SEG-0014,landslide,314.9,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,512,19,debris,True,3,1.0,under_6h
DSR-01044,SEG-0036,landslide,373.3,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,448,19,debris,True,4,1.0,under_6h
DSR-00742,SEG-0061,landslide,131.1,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,29002,68,debris,True,4,45.6,1_3days
DSR-01012,SEG-0013,landslide,234.6,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,31093,179,debris,True,4,50.1,1_3days
DSR-00716,SEG-0018,landslide,230.8,10.2,139,hilly,lateritic,poor,2,national,6,83.56,moderate,0.3867,0.2513,323,29,earth,True,4,1.0,under_6h
DSR-00865,SEG-0042,landslide,246.6,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,546,35,rock,True,4,1.2,under_6h
DSR-00709,SEG-0066,landslide,268.6,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,9363,61,debris,True,4,36.4,1_3days
DSR-00718,SEG-0058,landslide,458.7,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,1455,50,rock,True,4,4.1,under_6h
DSR-00737,SEG-0064,landslide,575.6,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,3493,48,debris,True,4,8.7,6_24h
DSR-01049,SEG-0052,landslide,327.7,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,3143,65,earth,True,4,3.7,under_6h
DSR-02216,SEG-0016,flood,561.8,3.8,24,plain,alluvial,good,2,national,4,19.48,low,0.2584,0.0513,0,0,none,True,4,34.8,1_3days
