landslide_id,event_date,fiscal_period,state_code,district_id,district_name,segment_id,highway_code,latitude,longitude,landslide_type,trigger,material,lithology,land_use,volume_m3,runout_distance_m,slope_angle_deg,elevation_m,rainfall_72h_mm,fatalities,injuries,houses_damaged,road_blocked,blockage_duration_hours,severity,source
LS-01614,2021-09-16,2021-22,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.14727,88.36646,rockfall,rainfall,rock,quartzite,agriculture,1618,20,34.9,1662,431.6,0,0,2,False,0.0,minor,SDMA
LS-01615,2021-06-21,2021-22,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.54731,91.93918,translational_slide,anthropogenic_cut,rock,sandstone_shale,road_cut,3170,71,37.2,2731,101.9,0,0,1,True,21.8,moderate,GSI-NLSM
LS-01616,2021-09-20,2021-22,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.25932,93.04957,rockfall,rainfall,rock,sandstone_shale,barren,131,9,54.3,433,212.2,0,0,5,True,2.6,minor,GSI-NLSM
LS-01617,2022-03-17,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.2681,92.32113,translational_slide,toe_erosion,rock,sandstone_shale,agriculture,3890,30,44.4,701,111.7,0,0,0,False,0.0,moderate,NDMA
LS-01618,2022-09-22,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.49225,92.1084,debris_flow,rainfall,debris,quartzite,forest,3656,42,23.5,1438,424.6,0,0,0,True,5.8,moderate,GSI-NLSM
LS-01619,2021-08-01,2021-22,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.01758,96.02053,debris_flow,rainfall,debris,quartzite,barren,176,11,39.4,1099,454.7,0,0,0,False,0.0,minor,PWD-field
LS-01620,2022-06-04,2021-22,AS,D-AS-08,Karbi Anglong,SEG-0071,NH-36,25.88713,93.61358,translational_slide,rainfall,rock,sandstone_shale,settlement,3797,80,32.0,165,502.5,0,0,3,True,6.3,moderate,GSI-NLSM
LS-01621,2021-05-09,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.56326,91.943,rotational_slide,rainfall,earth,quartzite,forest,110,18,30.9,1438,875.4,0,0,2,False,0.0,minor,PWD-field
LS-01622,2021-06-23,2021-22,WB,D-WB-01,Siliguri,SEG-0046,NH-10,26.76699,88.39693,translational_slide,rainfall,rock,sandstone_shale,settlement,2059,63,50.5,886,196.4,0,0,1,True,5.8,moderate,GSI-NLSM
LS-01623,2021-04-24,2021-22,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.39221,92.82332,rockfall,rainfall,rock,quartzite,road_cut,1610,41,26.6,1216,506.9,0,0,2,False,0.0,minor,GSI-NLSM
LS-01624,2021-06-25,2021-22,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.03578,92.62342,debris_flow,rainfall,debris,phyllite,jhum_cultivation,639,13,34.9,2415,394.8,2,4,2,False,0.0,major,PWD-field
LS-01625,2021-07-17,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.51141,92.05918,rockfall,rainfall,rock,quartzite,jhum_cultivation,3024,46,24.5,1438,612.9,0,0,4,False,0.0,moderate,SDMA
LS-01626,2021-05-14,2021-22,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.90553,94.10422,debris_flow,rainfall,debris,schist,forest,1070,31,50.0,1224,612.5,2,0,6,True,8.3,major,NDMA
LS-01627,2022-06-20,2021-22,ML,D-ML-04,East Garo Hills,SEG-0020,NH-27-SPUR,25.34575,90.61968,rotational_slide,rainfall,earth,siltstone,barren,326,25,29.6,450,768.5,0,0,6,False,0.0,minor,NDMA
LS-01628,2021-06-11,2021-22,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.24777,94.41461,rockfall,rainfall,rock,schist,agriculture,245,25,28.3,1319,478.0,0,0,6,False,0.0,minor,GSI-NLSM
LS-01629,2022-08-20,2021-22,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,25.09534,92.96267,debris_flow,rainfall,debris,phyllite,agriculture,973,44,23.3,352,144.0,0,0,4,True,5.7,minor,SDMA
LS-01630,2021-05-20,2021-22,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.03526,92.61511,translational_slide,anthropogenic_cut,rock,sandstone_shale,forest,2569,27,40.0,2415,94.3,0,0,5,True,7.5,moderate,PWD-field
LS-01631,2022-06-24,2021-22,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.12122,94.29271,rotational_slide,rainfall,earth,quartzite,settlement,3879,52,30.5,1319,245.5,0,0,4,False,0.0,moderate,GSI-NLSM
LS-01632,2022-04-16,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.94486,92.53326,translational_slide,toe_erosion,rock,sandstone_shale,settlement,1257,38,38.8,701,91.3,2,2,4,False,0.0,major,GSI-NLSM
LS-01633,2021-06-05,2021-22,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.26161,88.28332,translational_slide,rainfall,rock,gneiss,forest,2484,57,43.2,1727,407.8,0,0,6,False,0.0,moderate,GSI-NLSM
LS-01634,2022-07-19,2021-22,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.97013,92.64933,translational_slide,rainfall,rock,gneiss,settlement,486,21,36.3,1247,473.7,0,0,1,True,1.2,minor,GSI-NLSM
LS-01635,2021-05-10,2021-22,SK,D-SK-01,Gangtok,SEG-0049,NH-310,27.45992,88.56276,translational_slide,rainfall,rock,sandstone_shale,jhum_cultivation,12926,90,18.3,1450,598.1,0,0,6,True,43.1,moderate,NDMA
LS-01636,2022-04-23,2021-22,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.17948,88.41687,mudslide,rainfall,earth,quartzite,road_cut,252,17,40.7,1662,244.7,0,0,4,False,0.0,minor,GSI-NLSM
LS-01637,2022-07-16,2021-22,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.69951,92.79224,rotational_slide,rainfall,earth,phyllite,settlement,8657,87,53.3,1405,409.4,0,0,2,True,18.1,moderate,GSI-NLSM
LS-01638,2022-05-19,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.8138,91.87647,translational_slide,rainfall,rock,schist,road_cut,895,35,40.5,1496,645.0,0,0,4,True,1.0,minor,GSI-NLSM
LS-01639,2022-08-05,2021-22,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.52945,93.11555,translational_slide,rainfall,rock,gneiss,agriculture,258,23,38.8,433,317.3,0,0,4,False,0.0,minor,PWD-field
LS-01640,2022-07-23,2021-22,AS,D-AS-01,Kamrup Metropolitan,SEG-0012,NH-6,26.12155,91.7489,rockfall,rainfall,rock,schist,jhum_cultivation,152,7,39.3,775,196.2,0,0,1,False,0.0,minor,GSI-NLSM
LS-01641,2022-07-06,2021-22,AS,D-AS-01,Kamrup Metropolitan,SEG-0012,NH-6,26.06957,91.78544,debris_flow,anthropogenic_cut,debris,gneiss,road_cut,727,35,35.0,775,75.5,0,0,5,True,1.0,minor,NDMA
LS-01642,2021-05-11,2021-22,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,24.99131,92.88564,rockfall,anthropogenic_cut,rock,quartzite,road_cut,2371,25,28.9,352,97.6,0,0,6,True,26.4,moderate,GSI-NLSM
LS-01643,2022-09-16,2021-22,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.56635,94.11146,translational_slide,anthropogenic_cut,rock,sandstone_shale,jhum_cultivation,669,27,31.3,1252,109.0,0,0,3,True,1.8,minor,GSI-NLSM
LS-01644,2021-11-05,2021-22,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.23031,88.49951,debris_flow,toe_erosion,debris,sandstone_shale,agriculture,1526,47,26.7,1650,110.7,0,0,3,True,1.5,minor,GSI-NLSM
LS-01645,2022-05-16,2021-22,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.21425,88.50733,debris_flow,anthropogenic_cut,debris,quartzite,jhum_cultivation,289,9,34.1,1650,118.3,0,0,4,True,1.0,minor,GSI-NLSM
LS-01646,2022-06-28,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.05992,92.45556,rotational_slide,rainfall,earth,phyllite,road_cut,4531,89,40.1,701,183.2,0,0,2,False,0.0,moderate,GSI-NLSM
LS-01647,2022-08-26,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.79353,91.89301,debris_flow,rainfall,debris,sandstone_shale,road_cut,890,28,51.1,1496,754.7,0,0,6,True,1.2,minor,GSI-NLSM
LS-01648,2022-05-25,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.37399,92.25778,debris_flow,rainfall,debris,gneiss,forest,7964,74,37.8,701,754.8,0,0,3,True,13.2,moderate,SDMA
LS-01649,2022-06-17,2021-22,AS,D-AS-01,Kamrup Metropolitan,SEG-0017,NH-27-SPUR,26.15829,90.8091,debris_flow,rainfall,debris,alluvium,barren,8517,82,13.7,54,553.8,0,0,0,True,10.3,moderate,GSI-NLSM
LS-01650,2021-06-15,2021-22,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.20081,88.44392,mudslide,rainfall,earth,gneiss,settlement,239,23,37.5,1662,452.0,0,0,5,False,0.0,minor,GSI-NLSM
LS-01651,2022-07-21,2021-22,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.91569,92.68757,debris_flow,rainfall,debris,phyllite,agriculture,329,23,35.3,1247,578.9,0,0,6,True,1.0,minor,SDMA
LS-01652,2022-06-26,2021-22,MN,D-MN-05,Senapati,SEG-0023,NH-2,25.3736,94.06401,debris_flow,rainfall,debris,gneiss,barren,6600,33,37.4,1061,458.7,0,0,0,True,13.5,moderate,GSI-NLSM
LS-01653,2021-07-07,2021-22,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.49719,92.02684,debris_flow,rainfall,debris,gneiss,settlement,9446,49,25.0,2731,537.2,0,0,6,True,22.4,moderate,GSI-NLSM
LS-01654,2021-05-26,2021-22,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.611,94.1116,debris_flow,rainfall,debris,gneiss,jhum_cultivation,996,15,23.9,1252,234.8,0,0,3,False,0.0,minor,SDMA
LS-01655,2022-10-25,2021-22,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.3162,88.25165,translational_slide,rainfall,rock,phyllite,settlement,6616,76,39.5,1780,426.3,0,0,2,True,42.2,moderate,SDMA
LS-01656,2021-09-25,2021-22,NL,D-NL-03,Mokokchung,SEG-0027,NH-29,26.30815,94.61683,debris_flow,rainfall,debris,schist,settlement,1208,29,41.3,1348,234.1,0,0,3,False,0.0,minor,PWD-field
LS-01657,2022-06-03,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.96141,92.52061,rockfall,toe_erosion,rock,gneiss,forest,3998,68,27.0,701,17.7,0,0,0,True,37.9,moderate,GSI-NLSM
LS-01658,2022-01-25,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.36954,92.25198,translational_slide,rainfall,rock,schist,barren,152,10,37.4,701,773.8,0,0,4,False,0.0,minor,GSI-NLSM
LS-01659,2021-07-01,2021-22,SK,D-SK-01,Gangtok,SEG-0049,NH-310,27.39603,88.58002,translational_slide,rainfall,rock,sandstone_shale,settlement,12664,45,24.1,1450,223.8,0,0,4,True,67.0,moderate,PWD-field
LS-01660,2021-10-25,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.35382,92.27168,debris_flow,toe_erosion,debris,schist,settlement,3617,71,42.3,701,21.6,0,0,1,True,3.6,moderate,PWD-field
LS-01661,2022-08-28,2021-22,MZ,D-MZ-01,Aizawl,SEG-0037,NH-302,23.69465,92.77793,debris_flow,rainfall,debris,quartzite,forest,3723,45,50.2,1405,450.7,0,0,2,True,22.9,moderate,GSI-NLSM
LS-01662,2021-07-15,2021-22,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.24704,88.28974,earth_flow,rainfall,earth,schist,forest,1026,47,29.3,1727,311.4,0,0,2,True,2.3,minor,PWD-field
LS-01663,2022-07-08,2021-22,ML,D-ML-03,West Garo Hills,SEG-0019,NH-27-SPUR,25.51285,90.32611,mudslide,rainfall,earth,siltstone,agriculture,7386,77,26.4,337,446.2,0,0,4,True,3.9,moderate,PWD-field
LS-01664,2021-08-13,2021-22,MN,D-MN-02,Churachandpur,SEG-0031,NH-2-S,24.47847,93.76534,rotational_slide,rainfall,earth,sandstone_shale,settlement,622,21,27.8,850,566.4,0,0,5,True,2.0,minor,GSI-NLSM
LS-01665,2021-08-06,2021-22,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.30416,88.57526,translational_slide,rainfall,rock,sandstone_shale,road_cut,345,23,38.6,1662,370.0,1,0,3,False,0.0,major,GSI-NLSM
LS-01666,2022-06-19,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.54428,91.99495,debris_flow,seismic,debris,sandstone_shale,settlement,781,29,26.1,1438,77.9,0,0,1,True,1.9,minor,NDMA
LS-01667,2022-06-14,2021-22,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.36424,92.25216,rockfall,rainfall,rock,phyllite,jhum_cultivation,237,11,43.4,2731,398.9,0,0,4,False,0.0,minor,GSI-NLSM
LS-01668,2022-04-01,2021-22,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.73586,94.0111,rockfall,anthropogenic_cut,rock,phyllite,settlement,8816,40,42.9,794,75.1,0,0,1,False,0.0,moderate,SDMA
LS-01669,2022-05-18,2021-22,NL,D-NL-03,Mokokchung,SEG-0027,NH-29,26.30284,94.58145,translational_slide,anthropogenic_cut,rock,quartzite,barren,2018,40,37.3,1348,100.8,0,0,0,False,0.0,moderate,NDMA
LS-01670,2021-06-20,2021-22,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.34085,92.3048,debris_flow,rainfall,debris,schist,road_cut,3889,62,41.6,2731,122.2,0,0,4,False,0.0,moderate,NDMA
LS-01671,2021-08-27,2021-22,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.85215,92.70351,debris_flow,rainfall,debris,quartzite,barren,5443,79,25.1,1247,337.6,0,0,6,True,7.7,moderate,NDMA
LS-01672,2022-08-27,2021-22,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.68805,93.1528,debris_flow,rainfall,debris,sandstone_shale,settlement,34131,193,39.4,433,231.1,0,3,1,True,134.8,major,NDMA
LS-01673,2021-07-17,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.74406,91.87982,translational_slide,rainfall,rock,gneiss,jhum_cultivation,8739,74,35.5,1496,640.1,0,0,1,False,0.0,moderate,NDMA
LS-01674,2022-06-07,2021-22,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.0916,92.5809,rockfall,rainfall,rock,quartzite,settlement,4307,42,34.3,2415,495.4,0,0,2,True,22.6,moderate,SDMA
LS-01675,2021-07-16,2021-22,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.24604,94.41718,translational_slide,rainfall,rock,phyllite,barren,17623,148,31.0,1319,138.8,0,0,0,True,232.4,major,GSI-NLSM
LS-01676,2022-06-18,2021-22,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.21018,88.51515,translational_slide,anthropogenic_cut,rock,schist,agriculture,268,27,33.2,1650,41.6,0,0,3,False,0.0,minor,SDMA
LS-01677,2022-09-10,2021-22,MN,D-MN-05,Senapati,SEG-0023,NH-2,25.42894,94.09382,rotational_slide,rainfall,earth,phyllite,jhum_cultivation,321,15,35.9,1061,202.9,0,0,1,False,0.0,minor,NDMA
LS-01678,2021-06-24,2021-22,AS,D-AS-02,Nagaon,SEG-0070,NH-36,25.95042,93.26444,translational_slide,anthropogenic_cut,rock,sandstone_shale,agriculture,1370,25,16.4,123,26.5,2,4,2,True,13.0,major,SDMA
LS-01679,2022-05-20,2021-22,ML,D-ML-03,West Garo Hills,SEG-0019,NH-27-SPUR,25.51455,90.34408,mudslide,rainfall,earth,phyllite,settlement,1463,23,21.2,337,534.3,0,0,0,True,1.0,minor,GSI-NLSM
LS-01680,2022-07-28,2021-22,TR,D-TR-02,North Tripura,SEG-0043,NH-8,24.37241,92.19879,debris_flow,rainfall,debris,siltstone,settlement,314,10,19.9,34,350.2,0,0,2,False,0.0,minor,GSI-NLSM
LS-01681,2022-07-26,2021-22,MN,D-MN-04,Tamenglong,SEG-0029,NH-37,24.89925,93.34297,rockfall,seismic,rock,sandstone_shale,barren,426,15,22.0,1260,135.0,0,0,6,False,0.0,minor,GSI-NLSM
LS-01682,2022-05-27,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.74104,91.88439,translational_slide,rainfall,rock,phyllite,agriculture,537,19,51.9,1496,679.4,0,0,3,False,0.0,minor,GSI-NLSM
LS-01683,2021-06-26,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.12988,92.42357,earth_flow,toe_erosion,earth,quartzite,jhum_cultivation,2543,42,40.8,701,73.3,0,0,0,False,0.0,moderate,PWD-field
LS-01684,2021-08-17,2021-22,MZ,D-MZ-05,Serchhip,SEG-0036,NH-306,22.99027,92.76061,rotational_slide,rainfall,earth,phyllite,agriculture,44801,185,53.4,1084,264.7,0,1,12,True,132.3,major,NDMA
LS-01685,2021-06-22,2021-22,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.305,88.55972,debris_flow,anthropogenic_cut,debris,schist,jhum_cultivation,4564,80,41.8,1662,26.4,0,0,0,True,30.9,moderate,GSI-NLSM
LS-01686,2021-10-27,2021-22,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.13039,92.54125,translational_slide,anthropogenic_cut,rock,quartzite,barren,645,23,32.3,2415,15.0,0,0,3,True,2.2,minor,SDMA
LS-01687,2022-08-01,2021-22,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.12235,94.2874,rockfall,rainfall,rock,gneiss,barren,2761,53,27.8,1319,514.2,0,0,2,False,0.0,moderate,GSI-NLSM
LS-01688,2022-03-17,2021-22,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.95673,92.53445,debris_flow,rainfall,debris,quartzite,agriculture,2903,47,25.0,701,551.5,0,0,6,False,0.0,moderate,SDMA
LS-01689,2022-07-24,2021-22,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.43013,93.7737,rockfall,rainfall,rock,phyllite,settlement,5661,93,25.1,1002,605.0,0,0,6,False,0.0,moderate,GSI-NLSM
LS-01690,2022-07-28,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.76844,91.87793,debris_flow,anthropogenic_cut,debris,sandstone_shale,settlement,56411,245,45.7,1496,44.5,0,2,15,True,74.1,major,NDMA
LS-01691,2021-05-01,2021-22,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.47532,92.04437,translational_slide,anthropogenic_cut,rock,gneiss,settlement,5716,95,36.9,2731,71.8,0,0,0,False,0.0,moderate,NDMA
LS-01692,2021-04-12,2021-22,WB,D-WB-01,Siliguri,SEG-0046,NH-10,27.0822,88.49837,rockfall,rainfall,rock,phyllite,settlement,33512,88,57.7,886,246.2,0,1,29,False,0.0,major,GSI-NLSM
LS-01693,2021-09-21,2021-22,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.93809,94.1459,mudslide,rainfall,earth,schist,jhum_cultivation,999,21,44.1,1224,230.0,0,0,6,True,1.9,minor,SDMA
LS-01694,2021-05-27,2021-22,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.20684,88.5056,translational_slide,rainfall,rock,quartzite,forest,5313,55,39.4,1650,235.5,0,0,2,False,0.0,moderate,PWD-field
LS-01695,2022-07-11,2021-22,MN,D-MN-05,Senapati,SEG-0023,NH-2,25.47421,94.10216,debris_flow,rainfall,debris,phyllite,settlement,1426,22,31.6,1061,604.3,0,0,1,True,2.0,minor,SDMA
LS-01696,2021-06-28,2021-22,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.9578,92.69701,debris_flow,rainfall,debris,schist,jhum_cultivation,3093,37,32.1,891,160.6,0,0,2,False,0.0,moderate,GSI-NLSM
LS-01697,2021-03-22,2021-22,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.07829,95.49212,translational_slide,rainfall,rock,phyllite,jhum_cultivation,476,29,30.7,1060,241.9,0,0,1,False,0.0,minor,NDMA
LS-01698,2021-09-04,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.81096,91.87632,rockfall,rainfall,rock,gneiss,forest,326,26,50.3,1496,284.9,0,0,5,True,1.0,minor,PWD-field
LS-01699,2021-07-23,2021-22,NL,D-NL-03,Mokokchung,SEG-0027,NH-29,26.28936,94.80451,rockfall,rainfall,rock,gneiss,forest,5229,90,34.3,1348,484.1,0,0,4,False,0.0,moderate,GSI-NLSM
LS-01700,2022-08-17,2021-22,SK,D-SK-04,Gyalshing,SEG-0055,NH-510,27.30886,88.25577,translational_slide,rainfall,rock,gneiss,barren,1038,16,50.2,1780,529.5,0,0,4,True,7.8,moderate,SDMA
LS-01701,2022-07-04,2021-22,TR,D-TR-02,North Tripura,SEG-0043,NH-8,24.3896,92.24191,mudslide,rainfall,earth,phyllite,jhum_cultivation,641,31,19.5,34,459.3,0,0,0,True,1.0,minor,SDMA
LS-01702,2021-06-04,2021-22,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.36566,93.07248,debris_flow,rainfall,debris,phyllite,road_cut,982,39,51.8,433,140.6,0,0,5,True,10.4,moderate,PWD-field
LS-01703,2022-08-18,2021-22,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.32361,88.58343,rockfall,rainfall,rock,sandstone_shale,barren,2117,47,42.4,1662,322.0,0,0,4,True,12.8,moderate,PWD-field
LS-01704,2022-08-08,2021-22,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.4343,92.13359,debris_flow,toe_erosion,debris,gneiss,agriculture,1104,33,30.7,2731,82.7,0,0,3,True,2.4,minor,PWD-field
LS-01705,2021-09-15,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.63213,91.89173,earth_flow,rainfall,earth,schist,road_cut,4305,77,39.2,1496,928.9,0,0,3,True,5.8,moderate,PWD-field
LS-01706,2021-05-10,2021-22,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.65326,94.10095,translational_slide,toe_erosion,rock,phyllite,settlement,11240,43,21.5,1252,128.1,0,0,5,False,0.0,moderate,NDMA
LS-01707,2021-09-18,2021-22,AS,D-AS-10,Bongaigaon,SEG-0018,NH-27-SPUR,26.0423,90.53132,debris_flow,rainfall,debris,phyllite,barren,378,21,22.3,139,440.1,0,0,5,True,1.0,minor,PWD-field
LS-01708,2022-07-11,2021-22,TR,D-TR-03,Dhalai,SEG-0040,NH-8,23.98474,91.75436,translational_slide,rainfall,rock,sandstone_shale,agriculture,576,26,22.1,60,448.4,0,0,2,False,0.0,minor,PWD-field
LS-01709,2022-06-22,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.85917,91.8747,rotational_slide,rainfall,earth,gneiss,forest,837,34,40.3,1496,443.1,0,0,1,True,1.0,minor,PWD-field
LS-01710,2021-07-15,2021-22,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.21194,88.30269,rockfall,rainfall,rock,gneiss,jhum_cultivation,921,33,41.5,1727,271.9,0,0,1,True,6.0,minor,PWD-field
LS-01711,2021-06-22,2021-22,SK,D-SK-03,Namchi,SEG-0053,NH-510,27.14903,88.32722,translational_slide,anthropogenic_cut,rock,quartzite,forest,18907,90,36.4,1675,113.4,0,0,2,True,152.8,major,GSI-NLSM
LS-01712,2022-08-17,2021-22,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.03837,93.97453,debris_flow,rainfall,debris,gneiss,jhum_cultivation,9930,73,30.4,923,303.7,0,0,6,True,6.3,moderate,GSI-NLSM
LS-01713,2021-07-20,2021-22,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.54556,92.78419,rotational_slide,rainfall,earth,phyllite,road_cut,137,7,23.6,1216,560.2,0,0,4,False,0.0,minor,SDMA
LS-01714,2022-09-14,2021-22,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.36543,93.74509,rockfall,rainfall,rock,gneiss,agriculture,338,27,24.3,1002,232.6,0,0,5,True,1.0,minor,GSI-NLSM
LS-01715,2021-05-10,2021-22,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.87124,94.04616,mudslide,rainfall,earth,phyllite,forest,3887,75,34.8,1224,260.4,0,0,2,True,10.7,moderate,PWD-field
LS-01716,2022-07-19,2021-22,MN,D-MN-02,Churachandpur,SEG-0031,NH-2-S,24.60724,93.82066,translational_slide,rainfall,rock,sandstone_shale,road_cut,1935,40,24.1,850,229.3,0,0,2,False,0.0,minor,GSI-NLSM
LS-01717,2022-04-19,2021-22,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.67342,91.89636,rockfall,rainfall,rock,schist,road_cut,29565,170,52.3,1496,263.0,0,1,33,False,0.0,major,SDMA
LS-01718,2021-08-23,2021-22,ML,D-ML-03,West Garo Hills,SEG-0019,NH-27-SPUR,25.50466,90.43502,debris_flow,rainfall,debris,laterite,forest,11319,74,22.9,337,243.6,0,0,6,False,0.0,moderate,SDMA
LS-01719,2022-08-16,2021-22,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.05859,95.93533,debris_flow,rainfall,debris,gneiss,settlement,4574,54,51.4,1099,514.6,0,0,3,True,49.8,moderate,PWD-field
LS-01720,2022-04-25,2021-22,NL,D-NL-01,Kohima,SEG-0025,NH-29,25.833,94.15333,debris_flow,rainfall,debris,phyllite,jhum_cultivation,2774,48,36.7,1378,418.2,0,0,1,True,1.1,moderate,SDMA
LS-01721,2021-07-17,2021-22,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.56947,93.12746,debris_flow,rainfall,debris,sandstone_shale,barren,333,13,55.7,433,191.5,0,0,0,True,2.7,minor,GSI-NLSM
LS-01722,2022-08-15,2021-22,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.08321,95.42144,rockfall,rainfall,rock,phyllite,barren,561,35,38.4,1060,280.3,0,0,2,False,0.0,minor,GSI-NLSM
LS-01723,2022-04-28,2021-22,NL,D-NL-01,Kohima,SEG-0025,NH-29,25.7535,94.13211,mudslide,toe_erosion,earth,quartzite,forest,5212,53,44.8,1378,45.9,0,0,2,True,3.1,moderate,GSI-NLSM
LS-01724,2021-05-13,2021-22,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.56131,88.59549,rockfall,toe_erosion,rock,sandstone_shale,road_cut,2114,43,38.8,1250,11.4,0,0,2,True,11.7,moderate,GSI-NLSM
LS-01725,2022-06-07,2021-22,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.94195,94.14194,earth_flow,rainfall,earth,gneiss,agriculture,251,12,49.5,1224,393.7,0,0,0,False,0.0,minor,PWD-field
LS-01726,2022-07-12,2021-22,NL,D-NL-01,Kohima,SEG-0025,NH-29,25.74652,94.13949,debris_flow,anthropogenic_cut,debris,gneiss,agriculture,3789,58,43.2,1378,116.7,0,0,2,True,7.4,moderate,GSI-NLSM
LS-01727,2022-07-13,2021-22,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.03375,95.96758,translational_slide,rainfall,rock,sandstone_shale,barren,309,28,53.1,1099,309.1,0,0,5,False,0.0,minor,PWD-field
LS-01728,2021-06-12,2021-22,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,24.95507,92.85944,translational_slide,anthropogenic_cut,rock,schist,road_cut,998,40,27.9,352,15.1,0,0,0,True,16.6,moderate,NDMA
