disruption_id,segment_id,district_id,state_code,highway_code,cause,linked_landslide_id,start_time,end_time,duration_hours,closure_type,severity,vehicles_stranded,cargo_tonnes_affected,essential_cargo_affected,cargo_type,alternate_route_available,alternate_segment_id,detour_extra_km,restoration_agency,restoration_cost_inr,estimated_economic_loss_inr,rainfall_72h_mm,susceptibility_class,fiscal_period
DSR-01714,SEG-0057,D-AR-01,AR,NH-15,maintenance,,2021-03-04T10:30:00,2021-03-05T10:12:00,23.7,full,moderate,1,5.8,True,relief_supplies,True,SEG-0058,84.5,SDRF,768449,10684,2.2,moderate,2021-22
DSR-02261,SEG-0054,D-SK-03,SK,NH-510,maintenance,,2021-03-08T13:30:00,2021-03-11T13:48:00,72.3,full,major,81,472.8,False,fuel,True,SEG-0053,14.4,NHIDCL,2945337,2146747,58.8,high,2021-22
DSR-01678,SEG-0046,D-WB-01,WB,NH-10,flood,,2021-03-08T20:00:00,2021-03-14T19:30:00,143.5,full,major,63,509.0,True,medicines,True,SEG-0047,16.6,SDRF,3078143,1155901,508.0,very_high,2021-22
DSR-00801,SEG-0042,D-TR-02,TR,NH-8,landslide,LS-01391,2021-03-18T13:15:00,2021-03-18T15:21:00,2.1,partial,moderate,0,0.0,False,relief_supplies,True,SEG-0043,40.1,BRO (Border Roads Organisation),48445,0,277.0,moderate,2021-22
DSR-00811,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-01406,2021-03-19T06:00:00,2021-03-19T08:42:00,2.7,partial,minor,0,0.0,False,medicines,True,SEG-0049,22.9,SDRF,242504,0,5.7,very_high,2021-22
DSR-01023,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-01767,2021-03-21T14:30:00,2021-03-22T03:00:00,12.5,full,moderate,51,422.0,False,lpg_cylinders,True,SEG-0063,82.2,NDRF,297767,773996,264.0,very_high,2021-22
DSR-01047,SEG-0070,D-AS-02,AS,NH-36,landslide,LS-01813,2021-03-26T06:30:00,2021-03-26T07:30:00,1.0,partial,minor,0,0.0,True,relief_supplies,True,SEG-0005,192.0,State PWD,58998,0,71.6,low,2021-22
DSR-00714,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-01228,2021-03-27T03:15:00,2021-03-27T04:15:00,1.0,partial,minor,51,212.3,True,food_grains,True,SEG-0049,41.2,NHIDCL,103298,359603,471.2,very_high,2021-22
DSR-01658,SEG-0003,D-AS-10,AS,NH-27,maintenance,,2021-03-27T16:15:00,2021-03-29T23:21:00,55.1,full,moderate,23,185.1,False,relief_supplies,True,SEG-0002,71.7,NDRF,2650233,264632,36.2,low,2021-22
DSR-01835,SEG-0020,D-ML-04,ML,NH-27-SPUR,flood,,2021-04-02T05:45:00,2021-04-04T12:33:00,54.8,full,moderate,22,64.7,False,relief_supplies,True,SEG-0019,90.6,NHIDCL,2687468,360699,624.7,moderate,2021-22
DSR-01100,SEG-0021,D-NL-02,NL,NH-2,landslide,LS-01894,2021-04-02T22:15:00,2021-04-02T23:15:00,1.0,partial,minor,57,287.6,False,construction_material,True,SEG-0025,124.3,BRO (Border Roads Organisation),60930,968141,213.5,high,2021-22
DSR-01747,SEG-0030,D-MN-04,MN,NH-37,flood,,2021-04-03T13:45:00,2021-04-08T16:57:00,123.2,full,major,29,83.1,False,fuel,True,SEG-0033,172.9,SDRF,4010084,437474,358.1,moderate,2021-22
DSR-01932,SEG-0023,D-MN-05,MN,NH-2,accident_blockage,,2021-04-05T13:45:00,2021-04-06T00:39:00,10.9,partial,moderate,56,423.4,False,fuel,True,SEG-0022,22.9,State PWD,131383,1178716,18.9,moderate,2021-22
DSR-00877,SEG-0055,D-SK-04,SK,NH-510,landslide,LS-01512,2021-04-07T17:15:00,2021-04-22T00:39:00,343.4,full,major,164,1195.2,False,agri_produce,True,SEG-0054,40.1,NDRF,21459145,4326989,348.9,very_high,2021-22
DSR-00868,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-01500,2021-04-11T16:15:00,2021-04-11T17:51:00,1.6,partial,minor,0,0.0,True,medicines,True,SEG-0045,49.7,NDRF,152574,0,764.8,high,2021-22
DSR-01060,SEG-0063,D-AR-03,AR,NH-13-W,landslide,LS-01830,2021-04-15T20:30:00,2021-04-16T03:48:00,7.3,partial,moderate,88,590.0,False,agri_produce,True,SEG-0064,156.3,NHIDCL,636775,1915229,15.8,high,2021-22
DSR-00760,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-01307,2021-04-16T17:15:00,2021-04-17T01:09:00,7.9,partial,moderate,0,0.0,True,medicines,True,SEG-0065,116.4,SDRF,421793,0,393.8,very_high,2021-22
DSR-00723,SEG-0019,D-ML-03,ML,NH-27-SPUR,landslide,LS-01248,2021-04-17T17:15:00,2021-04-18T19:51:00,26.6,full,major,67,228.2,True,relief_supplies,True,SEG-0018,109.7,NHIDCL,915336,953500,470.9,moderate,2021-22
DSR-01783,SEG-0012,D-AS-01,AS,NH-6,fallen_tree,,2021-04-18T13:30:00,2021-04-18T16:30:00,3.0,partial,minor,0,0.0,False,construction_material,True,SEG-0013,62.3,BRO (Border Roads Organisation),51901,0,192.1,high,2021-22
DSR-01931,SEG-0020,D-ML-04,ML,NH-27-SPUR,bridge_damage,,2021-04-18T16:00:00,2021-05-12T01:48:00,561.8,full,major,93,243.1,True,construction_material,True,SEG-0019,59.2,SDRF,25496602,838965,252.8,moderate,2021-22
DSR-01043,SEG-0036,D-MZ-05,MZ,NH-306,landslide,LS-01805,2021-04-23T12:15:00,2021-04-29T14:03:00,145.8,full,major,91,587.5,False,construction_material,True,SEG-0035,69.4,State PWD,9077197,2535557,467.9,high,2021-22
DSR-01854,SEG-0021,D-NL-02,NL,NH-2,flood,,2021-04-25T13:45:00,2021-04-27T09:39:00,43.9,full,moderate,0,0.0,False,fuel,True,SEG-0071,57.8,SDRF,2041460,0,488.5,high,2021-22
DSR-01830,SEG-0059,D-AR-04,AR,NH-13,road_subsidence,,2021-04-27T03:15:00,2021-05-07T23:57:00,260.7,full,major,0,0.0,True,medicines,True,SEG-0058,97.3,BRO (Border Roads Organisation),2883828,0,364.9,very_high,2021-22
DSR-00710,SEG-0027,D-NL-03,NL,NH-29,landslide,LS-01219,2021-04-28T08:30:00,2021-04-28T09:30:00,1.0,partial,minor,0,0.0,True,medicines,True,SEG-0026,89.5,BRO (Border Roads Organisation),63937,0,30.1,high,2021-22
DSR-01078,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-01859,2021-04-28T12:00:00,2021-04-28T13:36:00,1.6,partial,minor,0,0.0,False,food_grains,True,SEG-0014,76.0,State PWD,168604,0,823.0,high,2021-22
DSR-00730,SEG-0026,D-NL-04,NL,NH-29,landslide,LS-01256,2021-04-28T12:30:00,2021-04-28T13:30:00,1.0,partial,minor,0,0.0,True,vaccines,True,SEG-0027,51.5,NHIDCL,84007,0,233.3,high,2021-22
DSR-00883,SEG-0012,D-AS-01,AS,NH-6,landslide,LS-01523,2021-05-01T08:15:00,2021-05-01T14:33:00,6.3,partial,moderate,36,291.4,False,vaccines,True,SEG-0005,196.4,BRO (Border Roads Organisation),836898,627958,469.5,high,2021-22
DSR-00908,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-01561,2021-05-01T14:00:00,2021-05-01T15:00:00,1.0,partial,minor,0,0.0,False,agri_produce,True,SEG-0050,31.1,NHIDCL,24715,0,15.5,very_high,2021-22
DSR-00861,SEG-0069,D-AS-07,AS,NH-27-DH,landslide,LS-01490,2021-05-03T20:45:00,2021-05-04T02:33:00,5.8,partial,minor,0,0.0,False,lpg_cylinders,True,SEG-0030,43.9,BRO (Border Roads Organisation),326977,0,258.9,high,2021-22
DSR-01083,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-01864,2021-05-06T10:00:00,2021-05-06T11:54:00,1.9,partial,minor,17,133.5,False,lpg_cylinders,True,SEG-0063,63.3,State PWD,133888,464158,125.1,very_high,2021-22
DSR-01013,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01752,2021-05-06T21:00:00,2021-05-06T22:00:00,1.0,partial,minor,15,117.6,True,construction_material,True,SEG-0014,70.1,SDRF,117133,346390,680.6,very_high,2021-22
DSR-01033,SEG-0061,D-AR-06,AR,NH-13,landslide,LS-01787,2021-05-06T22:15:00,2021-05-06T23:15:00,1.0,partial,minor,0,0.0,False,construction_material,True,SEG-0060,131.3,NHIDCL,125999,0,447.4,high,2021-22
DSR-00993,SEG-0032,D-MN-01,MN,NH-2-S,landslide,LS-01715,2021-05-10T21:00:00,2021-05-11T07:42:00,10.7,partial,moderate,47,391.1,True,medicines,True,SEG-0031,138.6,BRO (Border Roads Organisation),218962,969847,260.4,high,2021-22
DSR-00945,SEG-0049,D-SK-01,SK,NH-310,landslide,LS-01635,2021-05-10T22:30:00,2021-05-12T17:36:00,43.1,full,moderate,103,454.0,False,relief_supplies,True,SEG-0050,22.0,NDRF,1533436,1146719,598.1,high,2021-22
DSR-00949,SEG-0069,D-AS-07,AS,NH-27-DH,landslide,LS-01642,2021-05-11T08:15:00,2021-05-12T10:39:00,26.4,full,moderate,4,14.3,False,medicines,True,SEG-0016,24.3,State PWD,1530720,67968,97.6,high,2021-22
DSR-00998,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-01724,2021-05-13T22:15:00,2021-05-14T09:57:00,11.7,partial,moderate,55,354.7,False,medicines,True,SEG-0051,33.2,NHIDCL,834531,1087922,11.4,very_high,2021-22
DSR-00941,SEG-0032,D-MN-01,MN,NH-2-S,landslide,LS-01626,2021-05-14T02:45:00,2021-05-14T11:03:00,8.3,full,major,118,422.3,True,agri_produce,True,SEG-0028,99.6,NDRF,482844,1781181,612.5,high,2021-22
DSR-00929,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01600,2021-05-14T13:45:00,2021-05-14T14:57:00,1.2,partial,minor,73,540.6,False,fuel,True,SEG-0012,55.9,NHIDCL,85245,1747379,121.9,very_high,2021-22
DSR-01058,SEG-0026,D-NL-04,NL,NH-29,landslide,LS-01827,2021-05-15T06:45:00,2021-05-15T13:33:00,6.8,partial,moderate,42,322.7,True,lpg_cylinders,True,SEG-0027,67.5,SDRF,470982,965617,278.3,high,2021-22
DSR-01087,SEG-0019,D-ML-03,ML,NH-27-SPUR,landslide,LS-01869,2021-05-16T15:30:00,2021-05-16T19:30:00,4.0,partial,moderate,0,0.0,False,agri_produce,True,SEG-0020,63.6,NHIDCL,221972,0,814.1,moderate,2021-22
DSR-00782,SEG-0014,D-ML-01,ML,NH-6,landslide,LS-01351,2021-05-17T10:30:00,2021-05-18T06:18:00,19.8,full,moderate,134,689.2,False,vaccines,True,SEG-0015,118.1,NDRF,1971236,2280686,569.8,high,2021-22
DSR-00900,SEG-0026,D-NL-04,NL,NH-29,landslide,LS-01551,2021-05-17T13:15:00,2021-05-17T14:15:00,1.0,partial,minor,108,947.7,False,food_grains,True,SEG-0025,86.0,BRO (Border Roads Organisation),50662,3920036,309.2,high,2021-22
DSR-00943,SEG-0063,D-AR-03,AR,NH-13-W,landslide,LS-01630,2021-05-20T08:00:00,2021-05-20T15:30:00,7.5,partial,moderate,107,838.3,True,medicines,True,SEG-0062,84.1,SDRF,922431,1923273,94.3,high,2021-22
DSR-00766,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01317,2021-05-20T22:30:00,2021-05-21T03:30:00,5.0,partial,moderate,74,660.7,False,vaccines,True,SEG-0014,81.1,State PWD,425070,1727880,524.7,very_high,2021-22
DSR-00735,SEG-0022,D-NL-01,NL,NH-2,landslide,LS-01271,2021-05-21T12:00:00,2021-05-21T19:24:00,7.4,partial,moderate,29,197.5,True,fuel,True,SEG-0025,104.7,BRO (Border Roads Organisation),931970,509733,64.8,high,2021-22
DSR-02281,SEG-0069,D-AS-07,AS,NH-27-DH,flood,,2021-05-21T22:30:00,2021-06-01T18:24:00,259.9,full,major,37,220.2,False,food_grains,True,SEG-0030,86.1,NDRF,5199777,284820,618.3,high,2021-22
DSR-00935,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-01613,2021-05-23T12:00:00,2021-05-23T17:00:00,5.0,partial,moderate,43,190.3,True,food_grains,True,SEG-0063,66.6,NHIDCL,460524,503218,596.5,very_high,2021-22
DSR-00842,SEG-0063,D-AR-03,AR,NH-13-W,landslide,LS-01468,2021-05-25T22:30:00,2021-05-25T23:30:00,1.0,partial,minor,77,688.3,True,relief_supplies,True,SEG-0062,114.3,NHIDCL,121879,1859050,495.7,high,2021-22
DSR-00875,SEG-0063,D-AR-03,AR,NH-13-W,landslide,LS-01510,2021-05-28T15:45:00,2021-05-28T23:03:00,7.3,partial,moderate,76,635.1,False,agri_produce,True,SEG-0064,101.7,BRO (Border Roads Organisation),593664,1751471,48.9,high,2021-22
DSR-00696,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01199,2021-06-01T12:45:00,2021-06-02T03:39:00,14.9,full,moderate,102,636.8,False,vaccines,True,SEG-0014,82.6,BRO (Border Roads Organisation),1535240,1461173,404.5,very_high,2021-22
DSR-00780,SEG-0059,D-AR-04,AR,NH-13,landslide,LS-01349,2021-06-02T08:15:00,2021-06-03T22:33:00,38.3,full,moderate,95,272.7,True,medicines,True,SEG-0060,67.0,BRO (Border Roads Organisation),3401070,1513206,404.8,very_high,2021-22
DSR-01077,SEG-0012,D-AS-01,AS,NH-6,landslide,LS-01856,2021-06-02T18:30:00,2021-06-02T19:30:00,1.0,partial,minor,0,0.0,False,food_grains,True,SEG-0013,51.6,NHIDCL,137426,0,200.7,high,2021-22
DSR-00799,SEG-0042,D-TR-02,TR,NH-8,landslide,LS-01389,2021-06-02T23:30:00,2021-06-03T15:12:00,15.7,full,moderate,0,0.0,True,agri_produce,True,SEG-0041,102.2,NDRF,417718,0,515.2,moderate,2021-22
DSR-01823,SEG-0046,D-WB-01,WB,NH-10,accident_blockage,,2021-06-03T21:15:00,2021-06-05T00:57:00,27.7,full,moderate,33,101.2,False,lpg_cylinders,True,SEG-0001,412.8,NDRF,428773,258352,30.7,very_high,2021-22
DSR-00983,SEG-0068,D-AS-08,AS,NH-27-DH,landslide,LS-01702,2021-06-04T03:15:00,2021-06-04T13:39:00,10.4,partial,moderate,69,340.1,False,agri_produce,True,SEG-0069,68.3,SDRF,385079,389729,140.6,high,2021-22
DSR-00762,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-01310,2021-06-04T20:30:00,2021-06-04T21:30:00,1.0,partial,minor,0,0.0,False,agri_produce,True,SEG-0050,34.7,NHIDCL,112836,0,428.7,very_high,2021-22
DSR-00741,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01277,2021-06-05T00:00:00,2021-06-05T03:54:00,3.9,partial,moderate,133,1152.3,False,food_grains,True,SEG-0014,68.5,State PWD,196322,3661510,210.7,very_high,2021-22
DSR-01943,SEG-0011,D-AS-04,AS,NH-27,flood,,2021-06-05T10:30:00,2021-06-06T11:36:00,25.1,full,moderate,0,0.0,False,food_grains,True,SEG-0010,77.7,NHIDCL,1154939,0,199.8,low,2021-22
DSR-00879,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01516,2021-06-05T16:45:00,2021-06-05T18:15:00,1.5,partial,minor,58,495.8,False,agri_produce,True,SEG-0014,76.3,SDRF,133996,796351,749.8,very_high,2021-22
DSR-00855,SEG-0058,D-AR-01,AR,NH-13,landslide,LS-01484,2021-06-05T18:15:00,2021-06-06T23:21:00,29.1,full,major,89,782.8,False,fuel,True,SEG-0056,220.9,NHIDCL,3259167,2055950,128.2,high,2021-22
DSR-00743,SEG-0021,D-NL-02,NL,NH-2,landslide,LS-01281,2021-06-06T04:45:00,2021-06-06T05:45:00,1.0,partial,minor,58,242.2,False,relief_supplies,True,SEG-0025,85.6,NHIDCL,73719,631064,351.7,high,2021-22
DSR-00849,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-01478,2021-06-07T17:15:00,2021-06-07T22:09:00,4.9,partial,minor,66,212.5,True,food_grains,True,SEG-0065,74.3,State PWD,44146,977876,190.8,very_high,2021-22
DSR-01004,SEG-0071,D-AS-08,AS,NH-36,landslide,LS-01736,2021-06-08T11:30:00,2021-06-08T15:42:00,4.2,partial,minor,15,102.0,False,medicines,True,SEG-0021,101.2,NDRF,66195,416369,445.6,moderate,2021-22
DSR-00920,SEG-0020,D-ML-04,ML,NH-27-SPUR,landslide,LS-01580,2021-06-08T22:00:00,2021-06-09T11:18:00,13.3,full,moderate,74,501.0,False,lpg_cylinders,True,SEG-0019,69.1,BRO (Border Roads Organisation),1079565,540756,609.1,moderate,2021-22
DSR-01814,SEG-0018,D-AS-10,AS,NH-27-SPUR,road_subsidence,,2021-06-09T05:15:00,2021-06-15T04:27:00,143.2,full,major,125,479.0,False,medicines,True,SEG-0019,105.1,State PWD,3172617,1555871,399.4,moderate,2021-22
DSR-01768,SEG-0034,D-MZ-04,MZ,NH-306,protest_blockade,,2021-06-09T15:30:00,2021-06-10T05:36:00,14.1,full,moderate,53,186.2,True,relief_supplies,True,SEG-0035,105.6,NDRF,220977,292558,73.8,high,2021-22
DSR-00917,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-01572,2021-06-09T20:15:00,2021-06-10T00:33:00,4.3,partial,minor,0,0.0,True,agri_produce,True,SEG-0051,36.6,NHIDCL,540031,0,455.3,very_high,2021-22
DSR-02003,SEG-0065,D-AR-05,AR,NH-315,flood,,2021-06-10T16:00:00,2021-06-12T11:12:00,43.2,full,moderate,30,172.3,False,food_grains,True,SEG-0061,136.1,SDRF,1620231,267106,581.2,high,2021-22
DSR-02127,SEG-0066,D-AR-09,AR,NH-315,road_subsidence,,2021-06-10T18:30:00,2021-07-02T08:30:00,518.0,full,major,9,63.1,False,agri_produce,True,SEG-0067,56.6,BRO (Border Roads Organisation),12799178,106648,286.1,very_high,2021-22
DSR-00873,SEG-0068,D-AS-08,AS,NH-27-DH,landslide,LS-01508,2021-06-11T02:00:00,2021-06-12T12:06:00,34.1,full,moderate,66,577.2,False,lpg_cylinders,True,SEG-0069,85.1,State PWD,1384051,1861083,259.1,high,2021-22
DSR-00903,SEG-0053,D-SK-03,SK,NH-510,landslide,LS-01554,2021-06-12T00:00:00,2021-06-12T01:36:00,1.6,partial,minor,105,580.4,False,vaccines,True,SEG-0052,98.6,NDRF,70272,1223688,131.7,high,2021-22
DSR-01000,SEG-0069,D-AS-07,AS,NH-27-DH,landslide,LS-01728,2021-06-12T01:15:00,2021-06-12T17:51:00,16.6,full,moderate,73,429.9,True,agri_produce,True,SEG-0068,111.6,BRO (Border Roads Organisation),426598,1932256,15.1,high,2021-22
DSR-00792,SEG-0049,D-SK-01,SK,NH-310,landslide,LS-01371,2021-06-12T02:15:00,2021-06-12T11:33:00,9.3,partial,moderate,74,213.5,True,food_grains,True,SEG-0052,80.8,SDRF,541268,660674,302.6,high,2021-22
DSR-00694,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-01197,2021-06-12T17:30:00,2021-06-16T00:00:00,78.5,full,major,43,347.2,False,construction_material,True,SEG-0045,35.3,State PWD,5540175,1427941,738.7,high,2021-22
DSR-00697,SEG-0012,D-AS-01,AS,NH-6,landslide,LS-01202,2021-06-12T19:45:00,2021-06-13T23:45:00,28.0,full,moderate,74,647.8,True,construction_material,True,SEG-0005,202.0,State PWD,3674323,1985386,216.8,high,2021-22
DSR-01075,SEG-0021,D-NL-02,NL,NH-2,landslide,LS-01853,2021-06-12T23:45:00,2021-06-13T09:57:00,10.2,partial,moderate,66,239.7,False,relief_supplies,True,SEG-0071,68.3,BRO (Border Roads Organisation),437231,450399,274.3,high,2021-22
DSR-00930,SEG-0067,D-AR-07,AR,NH-315,landslide,LS-01604,2021-06-13T00:00:00,2021-06-14T21:48:00,45.8,full,major,123,783.3,True,food_grains,True,SEG-0066,50.3,SDRF,1845694,1192088,32.1,moderate,2021-22
DSR-00783,SEG-0055,D-SK-04,SK,NH-510,landslide,LS-01352,2021-06-13T16:15:00,2021-06-14T19:09:00,26.9,full,moderate,116,520.8,True,relief_supplies,True,SEG-0054,25.0,NHIDCL,517928,1950173,509.8,very_high,2021-22
DSR-00763,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-01312,2021-06-13T22:30:00,2021-06-14T03:36:00,5.1,partial,minor,16,62.7,False,lpg_cylinders,True,SEG-0067,46.6,NDRF,309054,167389,1.3,very_high,2021-22
DSR-00817,SEG-0020,D-ML-04,ML,NH-27-SPUR,landslide,LS-01416,2021-06-14T05:15:00,2021-06-14T06:15:00,1.0,partial,minor,0,0.0,True,vaccines,True,SEG-0019,79.3,NHIDCL,75608,0,820.1,moderate,2021-22
DSR-00802,SEG-0065,D-AR-05,AR,NH-315,landslide,LS-01394,2021-06-15T20:45:00,2021-06-16T12:27:00,15.7,full,moderate,0,0.0,True,agri_produce,True,SEG-0066,50.6,SDRF,367826,0,97.1,high,2021-22
DSR-02059,SEG-0010,D-AS-11,AS,NH-27,road_subsidence,,2021-06-16T04:15:00,2021-06-26T16:21:00,252.1,full,major,91,682.9,False,agri_produce,True,SEG-0009,88.9,State PWD,6683972,1242728,382.1,low,2021-22
DSR-00874,SEG-0059,D-AR-04,AR,NH-13,landslide,LS-01509,2021-06-16T04:45:00,2021-06-17T02:21:00,21.6,full,moderate,53,223.3,False,construction_material,True,SEG-0060,153.7,NDRF,754033,533724,473.8,very_high,2021-22
DSR-01064,SEG-0052,D-SK-01,SK,NH-510,landslide,LS-01836,2021-06-16T18:00:00,2021-06-17T00:36:00,6.6,partial,moderate,148,1165.7,False,agri_produce,True,SEG-0049,33.9,SDRF,413915,997485,500.7,very_high,2021-22
DSR-00699,SEG-0049,D-SK-01,SK,NH-310,landslide,LS-01205,2021-06-16T22:15:00,2021-06-20T23:21:00,97.1,full,major,35,244.5,True,fuel,True,SEG-0050,28.5,NHIDCL,10185652,852525,499.0,high,2021-22
DSR-02090,SEG-0054,D-SK-03,SK,NH-510,bridge_damage,,2021-06-18T01:45:00,2021-09-09T09:45:00,2000.0,full,catastrophic,57,420.9,False,food_grains,True,SEG-0055,15.8,NHIDCL,92788845,1655886,144.3,high,2021-22
DSR-01079,SEG-0061,D-AR-06,AR,NH-13,landslide,LS-01860,2021-06-18T20:00:00,2021-06-19T03:12:00,7.2,partial,moderate,61,197.2,False,construction_material,True,SEG-0065,54.6,SDRF,363952,341814,220.3,high,2021-22
DSR-01016,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-01757,2021-06-18T21:15:00,2021-06-18T23:09:00,1.9,partial,minor,56,259.9,True,relief_supplies,True,SEG-0001,489.5,State PWD,53374,491025,86.1,very_high,2021-22
DSR-00852,SEG-0069,D-AS-07,AS,NH-27-DH,landslide,LS-01481,2021-06-19T07:45:00,2021-06-20T18:03:00,34.3,full,moderate,13,48.8,False,medicines,True,SEG-0030,81.1,State PWD,911002,127653,337.4,high,2021-22
DSR-00864,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-01493,2021-06-19T10:15:00,2021-06-19T12:39:00,2.4,partial,minor,0,0.0,False,lpg_cylinders,True,SEG-0051,30.5,State PWD,148562,0,260.0,very_high,2021-22
DSR-01007,SEG-0062,D-AS-09,AS,NH-13-W,landslide,LS-01745,2021-06-19T11:00:00,2021-06-19T12:00:00,1.0,partial,minor,0,0.0,True,lpg_cylinders,True,SEG-0006,79.9,NDRF,106878,0,11.7,high,2021-22
DSR-00738,SEG-0035,D-MZ-01,MZ,NH-306,landslide,LS-01274,2021-06-19T11:30:00,2021-06-22T00:18:00,60.8,full,major,109,975.0,False,medicines,True,SEG-0034,137.3,NHIDCL,8598136,3106908,11.2,high,2021-22
DSR-01061,SEG-0047,D-SK-01,SK,NH-10,landslide,LS-01831,2021-06-19T17:30:00,2021-06-20T03:18:00,9.8,partial,moderate,33,268.7,False,lpg_cylinders,True,SEG-0046,133.9,BRO (Border Roads Organisation),1089588,893273,281.7,high,2021-22
DSR-02226,SEG-0016,D-AS-12,AS,NH-6,fallen_tree,,2021-06-19T20:15:00,2021-06-20T03:15:00,7.0,partial,moderate,16,121.1,False,relief_supplies,True,SEG-0030,40.3,NHIDCL,289792,524649,53.7,low,2021-22
DSR-01057,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-01826,2021-06-20T20:15:00,2021-06-21T18:09:00,21.9,full,moderate,97,836.5,False,agri_produce,True,SEG-0051,21.0,State PWD,2979357,2976120,284.1,very_high,2021-22
DSR-00815,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01414,2021-06-21T02:45:00,2021-06-21T06:21:00,3.6,full,major,30,266.3,False,construction_material,True,SEG-0012,64.6,NHIDCL,487380,1145350,84.3,very_high,2021-22
DSR-00925,SEG-0055,D-SK-04,SK,NH-510,landslide,LS-01590,2021-06-21T18:00:00,2021-06-23T18:24:00,48.4,full,moderate,99,519.7,True,vaccines,True,SEG-0054,22.8,State PWD,2781827,2497927,418.6,very_high,2021-22
DSR-00936,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-01615,2021-06-21T20:30:00,2021-06-22T18:18:00,21.8,full,moderate,46,269.7,False,agri_produce,True,SEG-0063,56.2,SDRF,1607319,1119180,101.9,very_high,2021-22
DSR-00837,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-01457,2021-06-21T21:15:00,2021-06-21T22:15:00,1.0,partial,minor,73,416.9,False,food_grains,True,SEG-0050,34.4,State PWD,33572,776660,586.2,very_high,2021-22
DSR-01008,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-01746,2021-06-22T13:15:00,2021-06-22T19:51:00,6.6,partial,moderate,78,671.2,False,construction_material,True,SEG-0067,75.9,NHIDCL,187524,2062178,470.7,very_high,2021-22
DSR-00990,SEG-0053,D-SK-03,SK,NH-510,landslide,LS-01711,2021-06-22T13:45:00,2021-06-28T22:33:00,152.8,full,major,40,254.7,True,relief_supplies,True,SEG-0052,68.4,NDRF,9077963,348438,113.4,high,2021-22
DSR-00776,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-01337,2021-06-22T14:00:00,2021-06-22T17:00:00,3.0,partial,minor,63,485.7,False,fuel,True,SEG-0047,15.9,NDRF,113890,1399701,57.1,very_high,2021-22
DSR-00975,SEG-0052,D-SK-01,SK,NH-510,landslide,LS-01685,2021-06-22T18:45:00,2021-06-24T01:39:00,30.9,full,moderate,0,0.0,True,food_grains,True,SEG-0049,38.8,SDRF,355343,0,26.4,very_high,2021-22
DSR-00940,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-01622,2021-06-23T04:30:00,2021-06-23T10:18:00,5.8,partial,moderate,6,35.0,False,relief_supplies,True,SEG-0047,13.6,State PWD,378656,87332,196.4,very_high,2021-22
DSR-02011,SEG-0007,D-AS-09,AS,NH-27,flood,,2021-06-23T06:15:00,2021-07-02T17:57:00,227.7,full,major,65,563.0,False,construction_material,True,SEG-0006,38.6,NHIDCL,8132480,1556538,532.4,low,2021-22
DSR-00833,SEG-0018,D-AS-10,AS,NH-27-SPUR,landslide,LS-01448,2021-06-23T16:30:00,2021-06-23T17:36:00,1.1,partial,minor,0,0.0,False,food_grains,True,SEG-0017,151.4,BRO (Border Roads Organisation),132069,0,249.2,moderate,2021-22
DSR-00972,SEG-0070,D-AS-02,AS,NH-36,landslide,LS-01678,2021-06-24T07:15:00,2021-06-24T20:15:00,13.0,full,major,73,448.7,False,medicines,True,SEG-0071,64.8,State PWD,120006,647566,26.5,low,2021-22
DSR-01654,SEG-0054,D-SK-03,SK,NH-510,bridge_damage,,2021-06-24T19:15:00,2021-07-18T10:21:00,567.1,full,major,60,414.0,False,medicines,True,SEG-0055,13.7,State PWD,26205719,1536589,170.0,high,2021-22
